CodCliente,Departamento,Municipio,Credito,Venta,Venta_Credito,Venta_Contado,Veces_Compra,SKUE,Desc,CATE,Veces_Compra_Desc,Veces_Compra_Cred,Veces_Compra_Cont, TicketProm ,%_Desc,%_Compra_Desc
402640,Managua,MANAGUA,No,359.72,0,359.72,9,21,0.3,9,1,0,9,39.97,0.08%,11.11%
449295,Jinotega,JINOTEGA,No,359.36,0,359.36,6,25,0,9,0,0,6,59.89,0.00%,0.00%
438070,Managua,VILLA EL CARMEN,No,359.35,0,359.35,11,18,0,5,0,0,11,32.67,0.00%,0.00%
436607,Chontales,VILLA SANDINO,No,359.28,0,359.28,6,20,0,8,0,0,6,59.88,0.00%,0.00%
401319,Managua,MANAGUA,No,359.23,0,359.23,12,41,0.33,12,2,0,12,29.94,0.09%,16.67%
444552,Managua,MANAGUA,No,359.18,0,359.18,8,18,1.01,7,1,0,8,44.9,0.28%,12.50%
418461,Matagalpa,MATAGALPA,No,358.81,0,358.81,12,25,0.32,11,1,0,12,29.9,0.09%,8.33%
405115,Rivas,POTOSI,No,358.75,0,358.75,12,25,0.35,9,2,0,12,29.9,0.10%,16.67%
420499,Jinotega,JINOTEGA,No,358.68,0,358.68,11,25,0,8,0,0,11,32.61,0.00%,0.00%
420371,Managua,TIPITAPA,No,358.51,0,358.51,13,29,0.84,9,2,0,13,27.58,0.23%,15.38%
449980,Managua,TICUANTEPE,No,358.38,0,358.38,9,7,0.39,5,1,0,9,39.82,0.11%,11.11%
406778,Matagalpa,MATAGALPA,No,358.37,0,358.37,7,3,0,2,0,0,7,51.2,0.00%,0.00%
424727,Managua,MANAGUA,No,358.14,0,358.14,12,13,0.49,7,2,0,12,29.85,0.14%,16.67%
411770,Estelí,ESTELI,No,358.13,0,358.13,11,22,0,9,0,0,11,32.56,0.00%,0.00%
436131,Estelí,SAN JUAN DE LIMAY,No,358.12,0,358.12,9,18,0.1,10,1,0,9,39.79,0.03%,11.11%
421844,Managua,TICUANTEPE,No,357.77,0,357.77,12,43,1.2,10,3,0,12,29.81,0.34%,25.00%
448949,León,LEON,No,357.76,0,357.76,11,19,0,8,0,0,11,32.52,0.00%,0.00%
441542,Managua,MANAGUA,No,357.62,0,357.62,10,10,0,2,0,0,10,35.76,0.00%,0.00%
444366,Managua,MANAGUA,No,357.49,0,357.49,8,29,1.06,8,3,0,8,44.69,0.30%,37.50%
439860,Managua,MANAGUA,No,357.48,0,357.48,12,41,0.52,15,2,0,12,29.79,0.15%,16.67%
416890,Masaya,MASAYA,No,357.28,0,357.28,12,6,0.15,3,1,0,12,29.77,0.04%,8.33%
442187,Nueva Segovia,SAN FERNANDO,No,357.2,0,357.2,6,38,0,10,0,0,6,59.53,0.00%,0.00%
433898,Chontales,JUIGALPA,No,357.19,0,357.19,7,29,0.08,10,1,0,7,51.03,0.02%,14.29%
450149,Chinandega,POSOLTEGA,No,357.15,0,357.15,6,9,0,6,0,0,6,59.53,0.00%,0.00%
434959,Estelí,ESTELI,No,357.09,0,357.09,9,11,0,4,0,0,9,39.68,0.00%,0.00%
445114,Managua,MANAGUA,No,357.05,0,357.05,13,25,0,11,0,0,13,27.47,0.00%,0.00%
406219,Managua,TIPITAPA,No,356.64,0,356.64,13,23,0.16,9,1,0,13,27.43,0.04%,7.69%
445089,Managua,MANAGUA,No,356.61,0,356.61,11,1,0,1,0,0,11,32.42,0.00%,0.00%
445248,Granada,GRANADA,No,356.56,0,356.56,8,16,0,8,0,0,8,44.57,0.00%,0.00%
449801,León,LEON,No,356.52,0,356.52,11,44,0.48,11,2,0,11,32.41,0.13%,18.18%
411296,Chinandega,CHINANDEGA,No,356.44,0,356.44,13,29,0.05,8,1,0,13,27.42,0.01%,7.69%
420916,León,LEON,No,356.42,0,356.42,8,17,0,5,0,0,8,44.55,0.00%,0.00%
434638,Rivas,POTOSI,No,356.03,0,356.03,8,13,0,6,0,0,8,44.5,0.00%,0.00%
432399,Matagalpa,SEBACO,No,355.96,0,355.96,8,42,1.28,13,2,0,8,44.5,0.36%,25.00%
443779,Boaco,SAN LORENZO,No,355.93,0,355.93,5,18,0,8,0,0,5,71.19,0.00%,0.00%
409896,Managua,MANAGUA,Si,355.86,355.86,0,7,4,0,4,0,7,0,50.84,0.00%,0.00%
424677,Rivas,SAN JUAN DEL SUR,No,355.82,0,355.82,7,29,0,9,0,0,7,50.83,0.00%,0.00%
429471,Managua,MANAGUA,No,355.75,0,355.75,12,28,0.15,13,1,0,12,29.65,0.04%,8.33%
425057,Masaya,NINDIRI,No,355.74,0,355.74,9,28,0,10,0,0,9,39.53,0.00%,0.00%
441507,Managua,TIPITAPA,No,355.74,0,355.74,12,28,0.93,10,1,0,12,29.65,0.26%,8.33%
445409,Managua,MANAGUA,No,355.74,0,355.74,6,10,0,3,0,0,6,59.29,0.00%,0.00%
440319,Managua,MANAGUA,No,355.72,0,355.72,11,18,0,8,0,0,11,32.34,0.00%,0.00%
450081,Managua,MANAGUA,No,355.71,0,355.71,8,35,1.24,11,2,0,8,44.46,0.35%,25.00%
441634,León,LA PAZ CENTRO,No,355.7,0,355.7,10,16,0.4,9,1,0,10,35.57,0.11%,10.00%
449624,León,NAGAROTE,No,355.67,0,355.67,12,36,0.8,14,3,0,12,29.64,0.22%,25.00%
404382,Managua,MANAGUA,No,355.42,0,355.42,13,33,0,12,0,0,13,27.34,0.00%,0.00%
409066,Managua,MANAGUA,No,355.35,0,355.35,9,20,0,10,0,0,9,39.48,0.00%,0.00%
431795,Managua,MANAGUA,No,355.21,0,355.21,10,14,0,7,0,0,10,35.52,0.00%,0.00%
414179,León,LEON,No,354.87,0,354.87,13,19,0,9,0,0,13,27.3,0.00%,0.00%
433426,Matagalpa,MATIGUAS,No,354.52,0,354.52,11,20,0,8,0,0,11,32.23,0.00%,0.00%
433421,Matagalpa,MATIGUAS,No,354.51,0,354.51,13,30,0.74,7,1,0,13,27.27,0.21%,7.69%
401273,Masaya,MASAYA,No,354.38,0,354.38,13,11,0.1,7,1,0,13,27.26,0.03%,7.69%
413479,Matagalpa,CIUDAD DARIO,No,354.35,0,354.35,9,12,0,7,0,0,9,39.37,0.00%,0.00%
419034,Chinandega,CHINANDEGA,No,354.26,0,354.26,13,27,0,10,0,0,13,27.25,0.00%,0.00%
446595,Carazo,JINOTEPE,No,354.23,0,354.23,3,27,0.1,9,1,0,3,118.08,0.03%,33.33%
400278,Managua,TIPITAPA,No,354.18,0,354.18,12,18,0,8,0,0,12,29.52,0.00%,0.00%
411005,Chinandega,SOMOTILLO,No,354.16,0,354.16,14,16,0.15,10,1,0,14,25.3,0.04%,7.14%
438941,Jinotega,JINOTEGA,No,354,0,354,9,29,0.72,11,2,0,9,39.33,0.20%,22.22%
406818,Masaya,MASAYA,No,353.91,0,353.91,13,34,0.1,13,1,0,13,27.22,0.03%,7.69%
442883,Granada,GRANADA,No,353.89,0,353.89,10,11,0.15,5,1,0,10,35.39,0.04%,10.00%
437159,Chontales,SANTO DOMINGO,No,353.85,0,353.85,11,32,0.48,10,2,0,11,32.17,0.14%,18.18%
427106,Managua,MANAGUA,No,353.74,0,353.74,12,31,0.5,11,2,0,12,29.48,0.14%,16.67%
438256,Matagalpa,SEBACO,No,353.6,0,353.6,9,19,0,7,0,0,9,39.29,0.00%,0.00%
400240,Masaya,NIQUINOHOMO,No,353.19,0,353.19,8,1,0,1,0,0,8,44.15,0.00%,0.00%
407718,Managua,MANAGUA,No,352.92,0,352.92,11,22,0,10,0,0,11,32.08,0.00%,0.00%
441936,Granada,NANDAIME,No,352.84,0,352.84,8,10,0,7,0,0,8,44.11,0.00%,0.00%
413671,Matagalpa,CIUDAD DARIO,No,352.79,0,352.79,10,17,0,6,0,0,10,35.28,0.00%,0.00%
445257,Carazo,JINOTEPE,No,352.78,0,352.78,12,26,0.75,10,1,0,12,29.4,0.21%,8.33%
406800,Managua,TIPITAPA,No,352.74,0,352.74,13,16,0,11,0,0,13,27.13,0.00%,0.00%
435975,Managua,TIPITAPA,No,352.53,0,352.53,12,27,0,9,0,0,12,29.38,0.00%,0.00%
408913,Managua,MANAGUA,No,352.49,0,352.49,12,25,0,7,0,0,12,29.37,0.00%,0.00%
405574,Managua,SAN RAFAEL DEL SUR,No,352.43,0,352.43,12,16,0,8,0,0,12,29.37,0.00%,0.00%
431964,Masaya,LA CONCEPCION,No,352.37,0,352.37,10,18,0.36,9,3,0,10,35.24,0.10%,30.00%
438274,Managua,MANAGUA,No,352.33,0,352.33,10,7,0,3,0,0,10,35.23,0.00%,0.00%
432749,Jinotega,JINOTEGA,No,352.11,0,352.11,12,17,0,6,0,0,12,29.34,0.00%,0.00%
431535,Jinotega,JINOTEGA,No,352,0,352,8,27,0.2,9,1,0,8,44,0.06%,12.50%
418153,Madriz,PALACAGUINA,No,351.94,0,351.94,10,28,0.78,10,1,0,10,35.19,0.22%,10.00%
400409,Rivas,RIVAS,No,351.86,0,351.86,13,20,0,8,0,0,13,27.07,0.00%,0.00%
444813,Managua,SAN RAFAEL DEL SUR,No,351.67,0,351.67,9,13,0,8,0,0,9,39.07,0.00%,0.00%
444107,Masaya,MASAYA,No,351.42,0,351.42,6,17,0.2,9,1,0,6,58.57,0.06%,16.67%
434877,Estelí,CONDEGA,No,351.11,0,351.11,8,23,0.8,7,1,0,8,43.89,0.23%,12.50%
428502,Managua,MATEARE,No,351.01,0,351.01,13,24,0.1,12,1,0,13,27,0.03%,7.69%
429961,Managua,TIPITAPA,No,350.83,0,350.83,12,17,0,9,0,0,12,29.24,0.00%,0.00%
430604,León,ACHUAPA,No,350.49,0,350.49,12,15,0.16,7,1,0,12,29.21,0.05%,8.33%
425766,Managua,SAN RAFAEL DEL SUR,No,350.47,0,350.47,13,5,0,3,0,0,13,26.96,0.00%,0.00%
417335,Managua,MANAGUA,No,350.33,0,350.33,12,10,0,6,0,0,12,29.19,0.00%,0.00%
444992,Managua,MANAGUA,No,350.33,0,350.33,13,27,0,10,0,0,13,26.95,0.00%,0.00%
412905,Managua,TICUANTEPE,No,350.25,0,350.25,11,28,0.35,12,2,0,11,31.84,0.10%,18.18%
412455,Nueva Segovia,OCOTAL,No,350.2,0,350.2,10,39,0,8,0,0,10,35.02,0.00%,0.00%
416875,Carazo,DIRIAMBA,No,350.19,0,350.19,9,11,0.1,6,1,0,9,38.91,0.03%,11.11%
444264,Rivas,RIVAS,No,350.17,0,350.17,5,17,0,10,0,0,5,70.03,0.00%,0.00%
441685,Masaya,NINDIRI,No,350.15,0,350.15,8,34,1.26,11,2,0,8,43.77,0.36%,25.00%
431553,Nueva Segovia,JALAPA,No,349.95,0,349.95,7,24,0,10,0,0,7,49.99,0.00%,0.00%
440061,Managua,MANAGUA,No,349.95,0,349.95,12,12,0,7,0,0,12,29.16,0.00%,0.00%
443513,León,LA PAZ CENTRO,No,349.86,0,349.86,12,20,0,9,0,0,12,29.16,0.00%,0.00%
405305,Nueva Segovia,JALAPA,No,349.81,0,349.81,8,27,0,8,0,0,8,43.73,0.00%,0.00%
403555,Managua,MANAGUA,No,349.79,0,349.79,8,32,0.52,10,1,0,8,43.72,0.15%,12.50%
412584,Rivas,SAN JORGE,No,349.53,0,349.53,13,21,0,9,0,0,13,26.89,0.00%,0.00%
421354,Masaya,MASAYA,No,349.4,0,349.4,11,18,1.09,9,1,0,11,31.76,0.31%,9.09%
404806,Nueva Segovia,OCOTAL,No,349.1,0,349.1,7,19,0,10,0,0,7,49.87,0.00%,0.00%
403408,Managua,MANAGUA,No,349.03,0,349.03,13,21,0,8,0,0,13,26.85,0.00%,0.00%
443692,Masaya,NANDASMO,No,349.03,0,349.03,11,33,0.45,11,2,0,11,31.73,0.13%,18.18%
404864,Jinotega,JINOTEGA,No,349.01,0,349.01,10,30,0.3,11,1,0,10,34.9,0.09%,10.00%
421758,Managua,TIPITAPA,No,348.86,0,348.86,10,33,0,9,0,0,10,34.89,0.00%,0.00%
411004,Chinandega,SOMOTILLO,No,348.82,0,348.82,7,20,0,9,0,0,7,49.83,0.00%,0.00%
427210,Madriz,SOMOTO,No,348.81,0,348.81,9,17,0.3,11,1,0,9,38.76,0.09%,11.11%
449539,Managua,MANAGUA,No,348.8,0,348.8,13,32,0,11,0,0,13,26.83,0.00%,0.00%
436190,Jinotega,JINOTEGA,No,348.72,0,348.72,6,40,0,12,0,0,6,58.12,0.00%,0.00%
403156,Managua,TIPITAPA,No,348.6,0,348.6,10,12,0,8,0,0,10,34.86,0.00%,0.00%
434864,Managua,MANAGUA,No,348.54,0,348.54,12,36,0.36,12,3,0,12,29.05,0.10%,25.00%
435246,Managua,MANAGUA,No,348.24,0,348.24,13,28,0.24,10,2,0,13,26.79,0.07%,15.38%
411957,Madriz,YALAGUINA,No,348.14,0,348.14,10,18,0,7,0,0,10,34.81,0.00%,0.00%
406624,Masaya,MASAYA,No,347.91,0,347.91,13,19,0,10,0,0,13,26.76,0.00%,0.00%
440951,Chinandega,CHINANDEGA,No,347.88,0,347.88,14,44,1.35,12,4,0,14,24.85,0.39%,28.57%
404823,Madriz,SOMOTO,No,347.73,0,347.73,13,45,0.6,13,2,0,13,26.75,0.17%,15.38%
413292,Managua,MANAGUA,No,347.7,0,347.7,11,29,0.93,8,1,0,11,31.61,0.27%,9.09%
431370,Managua,MANAGUA,No,347.6,0,347.6,26,25,0.2,9,1,0,26,13.37,0.06%,3.85%
445048,Masaya,MASATEPE,No,347.52,0,347.52,11,22,0,8,0,0,11,31.59,0.00%,0.00%
436235,Jinotega,SANTA MARIA DE PANTASMA,No,347.47,0,347.47,13,42,0.2,12,1,0,13,26.73,0.06%,7.69%
402892,Managua,CIUDAD SANDINO,No,347.4,0,347.4,10,16,0,7,0,0,10,34.74,0.00%,0.00%
425706,Masaya,MASAYA,No,347.4,0,347.4,13,38,1.52,12,5,0,13,26.72,0.44%,38.46%
418934,Managua,MANAGUA,No,347.39,0,347.39,9,31,0,12,0,0,9,38.6,0.00%,0.00%
401545,Rivas,SAN JORGE,No,347.23,0,347.23,13,31,0.36,10,1,0,13,26.71,0.10%,7.69%
443976,Managua,MANAGUA,No,347.18,0,347.18,12,33,1.19,12,3,0,12,28.93,0.34%,25.00%
405510,Matagalpa,CIUDAD DARIO,No,347,0,347,11,26,0,7,0,0,11,31.55,0.00%,0.00%
431449,Masaya,NINDIRI,No,346.84,0,346.84,13,14,0,9,0,0,13,26.68,0.00%,0.00%
435969,Managua,TIPITAPA,No,346.81,0,346.81,12,25,0.28,11,2,0,12,28.9,0.08%,16.67%
401005,Managua,TIPITAPA,No,346.58,0,346.58,7,8,0,5,0,0,7,49.51,0.00%,0.00%
437512,Managua,MANAGUA,No,346.44,0,346.44,10,28,0.22,12,1,0,10,34.64,0.06%,10.00%
441660,Carazo,SAN MARCOS,No,346.35,0,346.35,8,25,1.4,10,2,0,8,43.29,0.40%,25.00%
445063,Granada,GRANADA,No,346.24,0,346.24,12,48,0.51,13,3,0,12,28.85,0.15%,25.00%
404212,Managua,MANAGUA,No,346.2,0,346.2,10,22,1.09,11,2,0,10,34.62,0.31%,20.00%
430553,Masaya,NIQUINOHOMO,No,346.09,0,346.09,9,13,0,6,0,0,9,38.45,0.00%,0.00%
433227,León,NAGAROTE,No,346.04,0,346.04,5,30,1.23,10,3,0,5,69.21,0.36%,60.00%
409811,Managua,MANAGUA,No,345.89,0,345.89,11,24,0.2,11,1,0,11,31.44,0.06%,9.09%
419187,Managua,MANAGUA,No,345.89,0,345.89,11,15,0,7,0,0,11,31.44,0.00%,0.00%
431737,Managua,MATEARE,No,345.67,0,345.67,12,27,0.3,10,1,0,12,28.81,0.09%,8.33%
449762,Granada,GRANADA,No,345.6,0,345.6,12,20,1.03,9,2,0,12,28.8,0.30%,16.67%
401286,Managua,MANAGUA,No,345.58,0,345.58,11,22,0,9,0,0,11,31.42,0.00%,0.00%
400674,Managua,MANAGUA,No,345.47,0,345.47,11,32,0.69,13,3,0,11,31.41,0.20%,27.27%
417913,Masaya,MASAYA,No,345.46,0,345.46,8,22,3.27,8,1,0,8,43.18,0.95%,12.50%
424467,Rivas,RIVAS,No,345.28,0,345.28,12,26,0,11,0,0,12,28.77,0.00%,0.00%
444879,Rivas,RIVAS,No,345.27,0,345.27,13,22,0.54,11,2,0,13,26.56,0.16%,15.38%
442680,Rivas,POTOSI,No,345.2,0,345.2,13,25,0.2,14,1,0,13,26.55,0.06%,7.69%
443943,Chinandega,CHINANDEGA,No,345.18,0,345.18,12,28,0.1,10,1,0,12,28.77,0.03%,8.33%
400744,Managua,MANAGUA,No,344.93,0,344.93,10,28,0.07,8,1,0,10,34.49,0.02%,10.00%
439043,Rivas,SAN JUAN DEL SUR,No,344.81,0,344.81,7,20,0,10,0,0,7,49.26,0.00%,0.00%
403383,Managua,TIPITAPA,No,344.65,0,344.65,11,19,0,10,0,0,11,31.33,0.00%,0.00%
428780,Managua,TIPITAPA,No,344.65,0,344.65,12,34,0.3,13,2,0,12,28.72,0.09%,16.67%
413822,Managua,TIPITAPA,Si,344.63,344.63,0,6,26,0,3,0,6,0,57.44,0.00%,0.00%
440896,Managua,MANAGUA,No,344.63,0,344.63,12,26,0.15,12,1,0,12,28.72,0.04%,8.33%
404886,Matagalpa,SEBACO,No,344.57,0,344.57,9,30,0,9,0,0,9,38.29,0.00%,0.00%
418108,Managua,MANAGUA,No,344.49,0,344.49,10,25,0.77,10,2,0,10,34.45,0.22%,20.00%
436455,Atlántico Sur,NUEVA GUINEA,No,344.47,0,344.47,6,19,0,8,0,0,6,57.41,0.00%,0.00%
437083,Chontales,ACOYAPA,No,344.29,0,344.29,12,24,0,7,0,0,12,28.69,0.00%,0.00%
435690,Matagalpa,MATIGUAS,No,344.14,0,344.14,9,37,0,12,0,0,9,38.24,0.00%,0.00%
411768,Estelí,ESTELI,No,344.07,0,344.07,10,18,0,10,0,0,10,34.41,0.00%,0.00%
442705,Managua,MANAGUA,No,344.05,0,344.05,10,25,0.16,11,1,0,10,34.41,0.05%,10.00%
409833,Managua,MANAGUA,No,344.02,0,344.02,10,19,0,7,0,0,10,34.4,0.00%,0.00%
441905,León,LEON,No,344.01,0,344.01,8,24,2.26,10,3,0,8,43,0.66%,37.50%
406452,Rivas,SAN JUAN DEL SUR,No,343.75,0,343.75,10,16,0,8,0,0,10,34.38,0.00%,0.00%
406712,Managua,MANAGUA,No,343.71,0,343.71,10,30,0.35,11,1,0,10,34.37,0.10%,10.00%
419606,Managua,TIPITAPA,No,343.64,0,343.64,13,27,0.2,10,1,0,13,26.43,0.06%,7.69%
413172,Managua,MANAGUA,No,343.63,0,343.63,11,25,0.35,12,2,0,11,31.24,0.10%,18.18%
409350,Managua,MANAGUA,No,343.49,0,343.49,12,16,0,6,0,0,12,28.62,0.00%,0.00%
418074,Managua,MANAGUA,Si,343.36,343.36,0,11,12,0,6,0,11,0,31.21,0.00%,0.00%
403643,Carazo,EL ROSARIO,No,343.34,0,343.34,12,26,0,11,0,0,12,28.61,0.00%,0.00%
428477,Managua,MANAGUA,No,343.23,0,343.23,10,29,0.37,10,1,0,10,34.32,0.11%,10.00%
429605,Managua,MANAGUA,No,343.07,0,343.07,12,31,0.15,4,1,0,12,28.59,0.04%,8.33%
422218,Managua,VILLA EL CARMEN,No,342.79,0,342.79,12,26,0,9,0,0,12,28.57,0.00%,0.00%
442296,Managua,MANAGUA,No,342.73,0,342.73,11,33,0,9,0,0,11,31.16,0.00%,0.00%
448956,Managua,MANAGUA,No,342.68,0,342.68,11,28,0,9,0,0,11,31.15,0.00%,0.00%
404855,Jinotega,JINOTEGA,No,342.6,0,342.6,6,7,0.1,3,1,0,6,57.1,0.03%,16.67%
403070,Managua,MANAGUA,No,342.24,0,342.24,10,22,0,10,0,0,10,34.22,0.00%,0.00%
449617,Managua,SAN RAFAEL DEL SUR,No,342.23,0,342.23,13,39,0,10,0,0,13,26.33,0.00%,0.00%
432808,León,QUEZALGUAQUE,No,342.16,0,342.16,11,32,0.3,11,1,0,11,31.11,0.09%,9.09%
402543,Managua,TICUANTEPE,No,342.14,0,342.14,13,33,0.05,9,1,0,13,26.32,0.01%,7.69%
406442,Managua,MANAGUA,No,342.06,0,342.06,9,35,0.16,8,1,0,9,38.01,0.05%,11.11%
438592,Chinandega,CHINANDEGA,No,342.04,0,342.04,12,12,0,8,0,0,12,28.5,0.00%,0.00%
425822,Managua,MANAGUA,Si,341.91,340.44,1.47,4,14,0,5,0,4,2,85.48,0.00%,0.00%
417265,Matagalpa,MATAGALPA,No,341.8,0,341.8,9,29,0,9,0,0,9,37.98,0.00%,0.00%
403092,Masaya,NINDIRI,No,341.76,0,341.76,12,12,0,9,0,0,12,28.48,0.00%,0.00%
403107,Managua,TICUANTEPE,No,341.75,0,341.75,10,21,0.33,5,1,0,10,34.18,0.10%,10.00%
408506,Managua,MANAGUA,No,341.69,0,341.69,11,22,0,6,0,0,11,31.06,0.00%,0.00%
437166,Managua,MANAGUA,No,341.65,0,341.65,12,14,0,6,0,0,12,28.47,0.00%,0.00%
404993,Managua,MANAGUA,Si,341.63,341.63,0,9,20,0,9,0,9,0,37.96,0.00%,0.00%
409698,León,LA PAZ CENTRO,No,341.6,0,341.6,10,35,0.25,11,1,0,10,34.16,0.07%,10.00%
431974,Managua,MANAGUA,No,341.4,0,341.4,11,30,0.32,9,1,0,11,31.04,0.09%,9.09%
428947,Managua,MANAGUA,No,341.36,0,341.36,11,16,0,6,0,0,11,31.03,0.00%,0.00%
408303,Chinandega,CHINANDEGA,No,341.28,0,341.28,12,27,0,8,0,0,12,28.44,0.00%,0.00%
403569,Managua,MANAGUA,No,341.25,0,341.25,11,26,1.22,10,2,0,11,31.02,0.36%,18.18%
442642,León,NAGAROTE,No,341.22,0,341.22,2,18,0,8,0,0,2,170.61,0.00%,0.00%
407423,Jinotega,SAN RAFAEL DEL NORTE,No,341.15,0,341.15,10,23,0.39,10,1,0,10,34.12,0.11%,10.00%
432530,Estelí,PUEBLO NUEVO,No,341.15,0,341.15,12,24,0,9,0,0,12,28.43,0.00%,0.00%
450016,Nueva Segovia,JALAPA,No,341.12,0,341.12,8,6,0,3,0,0,8,42.64,0.00%,0.00%
416493,Rivas,POTOSI,No,341.11,0,341.11,13,31,0.15,10,1,0,13,26.24,0.04%,7.69%
418623,Managua,MANAGUA,No,341.03,0,341.03,10,25,0.63,12,3,0,10,34.1,0.18%,30.00%
413727,Managua,MANAGUA,No,341.02,0,341.02,9,23,0,10,0,0,9,37.89,0.00%,0.00%
406973,Managua,MANAGUA,No,340.9,0,340.9,9,37,0,10,0,0,9,37.88,0.00%,0.00%
427545,Managua,MANAGUA,No,340.78,0,340.78,12,33,0.06,13,1,0,12,28.4,0.02%,8.33%
414581,Carazo,JINOTEPE,No,340.69,0,340.69,9,29,0.41,10,2,0,9,37.85,0.12%,22.22%
428361,Managua,TIPITAPA,No,340.69,0,340.69,10,29,0.16,9,1,0,10,34.07,0.05%,10.00%
400653,Managua,MANAGUA,No,340.65,0,340.65,10,25,0.32,9,1,0,10,34.07,0.09%,10.00%
406784,Matagalpa,MATAGALPA,No,340.63,0,340.63,10,14,0,5,0,0,10,34.06,0.00%,0.00%
424603,Managua,MANAGUA,No,340.45,0,340.45,12,38,0.4,10,1,0,12,28.37,0.12%,8.33%
449124,Jinotega,JINOTEGA,No,340.42,0,340.42,7,27,0.55,11,1,0,7,48.63,0.16%,14.29%
435345,Nueva Segovia,OCOTAL,No,340.3,0,340.3,12,54,1.49,12,3,0,12,28.36,0.44%,25.00%
443848,Atlántico Sur,NUEVA GUINEA,No,340.26,0,340.26,7,23,7.62,9,1,0,7,48.61,2.24%,14.29%
401717,Managua,MANAGUA,No,340.14,0,340.14,10,14,0,7,0,0,10,34.01,0.00%,0.00%
414096,Chinandega,POSOLTEGA,No,340.11,0,340.11,10,32,0.5,10,1,0,10,34.01,0.15%,10.00%
432414,Managua,MANAGUA,No,340.07,0,340.07,12,25,0,9,0,0,12,28.34,0.00%,0.00%
405486,Managua,MANAGUA,No,340.03,0,340.03,13,35,1.2,12,5,0,13,26.16,0.35%,38.46%
417142,Matagalpa,MATAGALPA,No,340,0,340,12,11,0,5,0,0,12,28.33,0.00%,0.00%
403284,Managua,MANAGUA,No,339.98,0,339.98,1,1,0,1,0,0,1,339.98,0.00%,0.00%
441703,Managua,MANAGUA,No,339.96,0,339.96,11,28,0.5,10,1,0,11,30.91,0.15%,9.09%
406101,Nueva Segovia,EL JICARO,No,339.94,0,339.94,2,6,0,2,0,0,2,169.97,0.00%,0.00%
436858,Atlántico Sur,EL RAMA,No,339.84,0,339.84,5,13,0,8,0,0,5,67.97,0.00%,0.00%
410379,Managua,CIUDAD SANDINO,No,339.71,0,339.71,13,19,0,8,0,0,13,26.13,0.00%,0.00%
405750,Managua,MANAGUA,No,339.69,0,339.69,11,18,0,9,0,0,11,30.88,0.00%,0.00%
405024,Estelí,ESTELI,No,339.53,0,339.53,8,23,0.62,5,2,0,8,42.44,0.18%,25.00%
400332,Masaya,NINDIRI,No,339.52,0,339.52,6,11,0.78,8,1,0,6,56.59,0.23%,16.67%
445167,Managua,MANAGUA,No,339.05,0,339.05,10,14,0.87,6,2,0,10,33.91,0.26%,20.00%
408466,Managua,MANAGUA,No,338.98,0,338.98,13,38,1.34,11,3,0,13,26.08,0.40%,23.08%
431924,Managua,MANAGUA,No,338.95,0,338.95,7,14,0.1,7,1,0,7,48.42,0.03%,14.29%
438530,Managua,MANAGUA,No,338.91,0,338.91,7,22,0,8,0,0,7,48.42,0.00%,0.00%
440313,Matagalpa,MUY MUY,No,338.82,0,338.82,11,27,0,9,0,0,11,30.8,0.00%,0.00%
407661,Managua,TIPITAPA,No,338.81,0,338.81,5,18,0,6,0,0,5,67.76,0.00%,0.00%
445407,Managua,MANAGUA,No,338.66,0,338.66,10,19,0,8,0,0,10,33.87,0.00%,0.00%
401325,Managua,MANAGUA,No,338.59,0,338.59,11,16,0.36,5,2,0,11,30.78,0.11%,18.18%
440605,Carazo,JINOTEPE,No,338.48,0,338.48,10,9,0,6,0,0,10,33.85,0.00%,0.00%
425966,Managua,MANAGUA,No,338.4,0,338.4,10,31,1.08,13,2,0,10,33.84,0.32%,20.00%
437220,Managua,MANAGUA,No,338.39,0,338.39,12,11,0,7,0,0,12,28.2,0.00%,0.00%
416878,Rivas,SAN JUAN DEL SUR,No,338.33,0,338.33,11,32,0.79,11,2,0,11,30.76,0.23%,18.18%
412586,Carazo,SAN MARCOS,No,338.31,0,338.31,12,30,0.15,11,1,0,12,28.19,0.04%,8.33%
403523,Managua,MANAGUA,No,338.18,0,338.18,12,21,0.51,10,1,0,12,28.18,0.15%,8.33%
429071,Managua,MANAGUA,No,338.14,0,338.14,12,32,0.1,12,1,0,12,28.18,0.03%,8.33%
443256,Rivas,RIVAS,No,338.07,0,338.07,11,37,0.5,12,2,0,11,30.73,0.15%,18.18%
450141,Managua,MANAGUA,No,338.04,0,338.04,5,15,0.85,7,1,0,5,67.61,0.25%,20.00%
443883,Managua,MANAGUA,No,337.44,0,337.44,15,11,0,7,0,0,15,22.5,0.00%,0.00%
420860,Chinandega,EL VIEJO,No,337.37,0,337.37,13,23,0.23,8,2,0,13,25.95,0.07%,15.38%
443121,Managua,MANAGUA,No,337.25,0,337.25,11,48,0.36,14,3,0,11,30.66,0.11%,27.27%
444893,Granada,GRANADA,No,336.98,0,336.98,9,20,0.15,7,1,0,9,37.44,0.04%,11.11%
423931,Managua,MANAGUA,No,336.79,0,336.79,11,13,0,8,0,0,11,30.62,0.00%,0.00%
427714,Chinandega,VILLA NUEVA,No,336.66,0,336.66,12,31,0.3,12,2,0,12,28.06,0.09%,16.67%
449971,Chontales,VILLA SANDINO,No,336.5,0,336.5,6,10,0,5,0,0,6,56.08,0.00%,0.00%
