CodCliente,Departamento,Municipio,Credito,Venta,Venta_Credito,Venta_Contado,Veces_Compra,SKUE,Desc,CATE,Veces_Compra_Desc,Veces_Compra_Cred,Veces_Compra_Cont, TicketProm ,%_Desc,%_Compra_Desc
443116,Managua,MANAGUA,No,643.5,0,643.5,7,8,0,5,0,0,7,91.93,0.00%,0.00%
449144,Madriz,PALACAGUINA,No,643.23,0,643.23,11,24,3.2,8,2,0,11,58.48,0.50%,18.18%
411477,León,LEON,No,643.17,0,643.17,11,14,0,8,0,0,11,58.47,0.00%,0.00%
441510,Managua,TIPITAPA,No,643.05,0,643.05,13,21,0.15,10,1,0,13,49.47,0.02%,7.69%
410266,Managua,MANAGUA,No,642.27,0,642.27,12,14,0,8,0,0,12,53.52,0.00%,0.00%
444048,Managua,MANAGUA,No,641.85,0,641.85,11,1,0,1,0,0,11,58.35,0.00%,0.00%
403237,Masaya,TISMA,No,641.65,0,641.65,9,53,0.78,11,1,0,9,71.29,0.12%,11.11%
406968,Managua,MANAGUA,No,641.49,0,641.49,11,51,0,12,0,0,11,58.32,0.00%,0.00%
449891,Rivas,SAN JUAN DEL SUR,No,641.4,0,641.4,11,41,0.69,9,2,0,11,58.31,0.11%,18.18%
407313,Managua,CIUDAD SANDINO,No,641.36,0,641.36,2,4,0,3,0,0,2,320.68,0.00%,0.00%
444567,Masaya,MASAYA,No,640.66,0,640.66,9,35,0.15,10,1,0,9,71.18,0.02%,11.11%
409044,Managua,TIPITAPA,No,640.29,0,640.29,13,29,1.71,11,3,0,13,49.25,0.27%,23.08%
400545,Managua,MANAGUA,No,640.04,0,640.04,12,15,0.39,9,1,0,12,53.34,0.06%,8.33%
418098,Jinotega,JINOTEGA,No,639.99,0,639.99,11,35,0.56,11,1,0,11,58.18,0.09%,9.09%
440302,Matagalpa,MATIGUAS,No,639.9,0,639.9,13,28,2.05,11,3,0,13,49.22,0.32%,23.08%
402698,Managua,MANAGUA,No,639.7,0,639.7,12,29,1.09,12,1,0,12,53.31,0.17%,8.33%
435120,Managua,MANAGUA,No,639.46,0,639.46,10,13,0,8,0,0,10,63.95,0.00%,0.00%
403739,Managua,MANAGUA,No,639.31,0,639.31,12,14,0,7,0,0,12,53.28,0.00%,0.00%
423536,Masaya,NINDIRI,No,638.05,0,638.05,11,18,0,7,0,0,11,58,0.00%,0.00%
421242,Managua,TIPITAPA,No,636.97,0,636.97,12,22,3.74,10,1,0,12,53.08,0.59%,8.33%
402505,Managua,SAN RAFAEL DEL SUR,No,636.79,0,636.79,13,20,0,8,0,0,13,48.98,0.00%,0.00%
445069,Managua,VILLA EL CARMEN,No,636.04,0,636.04,12,41,0.61,11,3,0,12,53,0.10%,25.00%
440067,Managua,VILLA EL CARMEN,No,635.96,0,635.96,2,14,3.92,6,1,0,2,317.98,0.62%,50.00%
436698,Chontales,SANTO TOMAS,No,635.08,0,635.08,6,23,0.68,7,1,0,6,105.85,0.11%,16.67%
409202,Managua,MANAGUA,No,634.67,0,634.67,11,28,0,10,0,0,11,57.7,0.00%,0.00%
423679,Estelí,PUEBLO NUEVO,No,634.37,0,634.37,11,54,2.06,13,3,0,11,57.67,0.32%,27.27%
445381,Managua,VILLA EL CARMEN,No,633.91,0,633.91,10,40,1.18,11,2,0,10,63.39,0.19%,20.00%
407539,Managua,MANAGUA,No,633.81,0,633.81,13,8,0,4,0,0,13,48.75,0.00%,0.00%
427842,León,LA PAZ CENTRO,No,633.69,0,633.69,13,25,0,9,0,0,13,48.75,0.00%,0.00%
442598,Managua,MANAGUA,No,633.57,0,633.57,8,14,4.67,7,1,0,8,79.2,0.74%,12.50%
408753,Managua,CIUDAD SANDINO,No,633.33,0,633.33,11,33,0.34,12,1,0,11,57.58,0.05%,9.09%
431961,Managua,MANAGUA,No,632.79,0,632.79,12,25,0,10,0,0,12,52.73,0.00%,0.00%
449359,Madriz,SOMOTO,No,632.4,0,632.4,12,52,4.37,10,2,0,12,52.7,0.69%,16.67%
400210,León,NAGAROTE,No,631.89,0,631.89,13,26,0.21,11,1,0,13,48.61,0.03%,7.69%
446269,Jinotega,JINOTEGA,No,631.81,0,631.81,11,46,0,10,0,0,11,57.44,0.00%,0.00%
428289,Managua,TIPITAPA,No,631.8,0,631.8,13,25,0.93,11,1,0,13,48.6,0.15%,7.69%
441040,Chinandega,CINCO PINOS,No,631.65,0,631.65,12,14,0,8,0,0,12,52.64,0.00%,0.00%
441969,Managua,EL CRUCERO,No,631.53,0,631.53,13,28,0,10,0,0,13,48.58,0.00%,0.00%
404422,Nueva Segovia,OCOTAL,Si,631.51,631.51,0,7,40,0.32,12,1,7,0,90.22,0.05%,14.29%
406271,Masaya,NINDIRI,No,631.33,0,631.33,12,23,0,11,0,0,12,52.61,0.00%,0.00%
401119,Managua,MANAGUA,No,631.27,0,631.27,12,17,0,9,0,0,12,52.61,0.00%,0.00%
441928,Granada,DIRIOMO,No,631.17,0,631.17,11,29,0.2,10,1,0,11,57.38,0.03%,9.09%
440481,Granada,NANDAIME,No,631.11,0,631.11,13,26,0.25,12,1,0,13,48.55,0.04%,7.69%
434661,Nueva Segovia,OCOTAL,No,631.02,0,631.02,10,25,0,8,0,0,10,63.1,0.00%,0.00%
404857,Jinotega,JINOTEGA,No,630.37,0,630.37,11,11,0,7,0,0,11,57.31,0.00%,0.00%
430603,León,ACHUAPA,No,630.36,0,630.36,13,28,0.15,10,1,0,13,48.49,0.02%,7.69%
445059,Madriz,SAN JUAN DEL RIO COCO,No,629.51,0,629.51,7,23,6.27,8,2,0,7,89.93,1.00%,28.57%
431922,Matagalpa,SEBACO,No,628.88,0,628.88,11,19,1.87,5,1,0,11,57.17,0.30%,9.09%
445741,Masaya,MASAYA,No,628.84,0,628.84,7,22,0,6,0,0,7,89.83,0.00%,0.00%
407895,Managua,TIPITAPA,No,628.79,0,628.79,13,16,0,8,0,0,13,48.37,0.00%,0.00%
449373,Managua,MANAGUA,No,628.59,0,628.59,12,36,0,9,0,0,12,52.38,0.00%,0.00%
414278,León,LEON,No,627.91,0,627.91,12,28,0.4,10,1,0,12,52.33,0.06%,8.33%
416505,Granada,GRANADA,No,627.53,0,627.53,8,41,0,10,0,0,8,78.44,0.00%,0.00%
431881,Managua,TIPITAPA,No,627.45,0,627.45,13,37,0,9,0,0,13,48.27,0.00%,0.00%
417573,Rivas,RIVAS,No,627.41,0,627.41,13,39,0.25,12,2,0,13,48.26,0.04%,15.38%
400347,Managua,MANAGUA,No,627.3,0,627.3,12,15,0,6,0,0,12,52.28,0.00%,0.00%
432228,Rivas,SAN JUAN DEL SUR,No,626.84,0,626.84,13,18,0,8,0,0,13,48.22,0.00%,0.00%
449019,Managua,MANAGUA,No,626.33,0,626.33,12,22,0.2,10,1,0,12,52.19,0.03%,8.33%
436104,Madriz,SAN JUAN DEL RIO COCO,No,626.09,0,626.09,5,22,0.3,7,1,0,5,125.22,0.05%,20.00%
411612,León,EL SAUCE,No,625.72,0,625.72,13,41,1.5,13,2,0,13,48.13,0.24%,15.38%
401376,Masaya,MASAYA,No,625.49,0,625.49,13,30,0.15,10,1,0,13,48.11,0.02%,7.69%
404012,Managua,MANAGUA,No,625.33,0,625.33,10,33,1.9,10,7,0,10,62.53,0.30%,70.00%
424316,Managua,MANAGUA,No,625.25,0,625.25,13,19,0,7,0,0,13,48.1,0.00%,0.00%
439037,Rivas,SAN JUAN DEL SUR,No,624.57,0,624.57,12,19,0,10,0,0,12,52.05,0.00%,0.00%
401431,Managua,MANAGUA,No,623.85,0,623.85,9,12,0.35,6,2,0,9,69.32,0.06%,22.22%
402788,Managua,TIPITAPA,No,623.54,0,623.54,10,22,0,10,0,0,10,62.35,0.00%,0.00%
437101,Managua,MANAGUA,No,623.13,0,623.13,13,34,0.41,11,2,0,13,47.93,0.07%,15.38%
438503,Matagalpa,SAN RAMON,No,622.91,0,622.91,10,4,0,3,0,0,10,62.29,0.00%,0.00%
444497,Managua,SAN RAFAEL DEL SUR,No,622.77,0,622.77,13,15,0,6,0,0,13,47.91,0.00%,0.00%
401513,Managua,MANAGUA,No,622.76,0,622.76,11,44,0,12,0,0,11,56.61,0.00%,0.00%
412487,Nueva Segovia,OCOTAL,No,622.23,0,622.23,10,12,6.53,5,3,0,10,62.22,1.05%,30.00%
415029,Rivas,SAN JUAN DEL SUR,No,621.98,0,621.98,12,14,0,8,0,0,12,51.83,0.00%,0.00%
423837,Managua,MANAGUA,No,621.95,0,621.95,13,15,0,6,0,0,13,47.84,0.00%,0.00%
450029,Chinandega,CHINANDEGA,No,621.47,0,621.47,9,23,0.13,11,1,0,9,69.05,0.02%,11.11%
400667,Managua,MANAGUA,No,621.24,0,621.24,12,30,0.93,9,1,0,12,51.77,0.15%,8.33%
445142,Estelí,SAN JUAN DE LIMAY,No,621.18,0,621.18,11,29,0.3,10,1,0,11,56.47,0.05%,9.09%
440602,Managua,CIUDAD SANDINO,No,621.03,0,621.03,11,8,0,6,0,0,11,56.46,0.00%,0.00%
418635,Managua,TIPITAPA,No,620.81,0,620.81,12,19,1.1,8,2,0,12,51.73,0.18%,16.67%
400483,Managua,MANAGUA,No,620.8,0,620.8,9,15,0.2,7,1,0,9,68.98,0.03%,11.11%
434015,Chontales,JUIGALPA,No,620.51,0,620.51,6,9,0.4,4,1,0,6,103.42,0.06%,16.67%
401379,Masaya,LA CONCEPCION,No,620.49,0,620.49,4,20,0,8,0,0,4,155.12,0.00%,0.00%
425538,Managua,MANAGUA,No,620.49,0,620.49,13,32,0,9,0,0,13,47.73,0.00%,0.00%
427697,Chinandega,POSOLTEGA,No,619.96,0,619.96,11,16,0,5,0,0,11,56.36,0.00%,0.00%
444547,Managua,MANAGUA,Si,619.78,352.27,267.51,13,3,0,3,0,8,5,47.68,0.00%,0.00%
444691,Estelí,PUEBLO NUEVO,No,619.21,0,619.21,9,16,0,7,0,0,9,68.8,0.00%,0.00%
441852,Granada,NANDAIME,No,619.15,0,619.15,8,18,0,5,0,0,8,77.39,0.00%,0.00%
439566,Managua,MANAGUA,No,618.63,0,618.63,11,46,0.66,12,5,0,11,56.24,0.11%,45.45%
426114,Managua,TIPITAPA,No,618.6,0,618.6,13,22,0,8,0,0,13,47.58,0.00%,0.00%
413523,León,LA PAZ CENTRO,No,618.49,0,618.49,13,36,0.85,11,1,0,13,47.58,0.14%,7.69%
405308,Nueva Segovia,JALAPA,No,618.24,0,618.24,11,43,0,10,0,0,11,56.2,0.00%,0.00%
444538,Chontales,VILLA SANDINO,No,617.43,0,617.43,6,8,0,3,0,0,6,102.91,0.00%,0.00%
437837,Managua,MANAGUA,No,617.42,0,617.42,13,37,0.53,14,3,0,13,47.49,0.09%,23.08%
413070,Managua,MANAGUA,No,616.45,0,616.45,12,37,0.16,10,1,0,12,51.37,0.03%,8.33%
444812,Masaya,NINDIRI,No,616.26,0,616.26,12,38,0,12,0,0,12,51.36,0.00%,0.00%
409631,Managua,MANAGUA,No,616.13,0,616.13,3,3,0,2,0,0,3,205.38,0.00%,0.00%
442200,Managua,MANAGUA,No,616,0,616,6,5,0,4,0,0,6,102.67,0.00%,0.00%
415411,Matagalpa,SEBACO,No,615.4,0,615.4,10,27,1.84,11,1,0,10,61.54,0.30%,10.00%
419474,Masaya,MASAYA,No,614.91,0,614.91,7,25,4.98,10,1,0,7,87.84,0.81%,14.29%
443522,Managua,MATEARE,No,614.33,0,614.33,12,22,0,8,0,0,12,51.19,0.00%,0.00%
429476,Masaya,MASAYA,No,614.08,0,614.08,13,1,0,1,0,0,13,47.24,0.00%,0.00%
408001,Managua,MANAGUA,No,613.38,0,613.38,11,30,0.06,10,1,0,11,55.76,0.01%,9.09%
403918,Masaya,MASAYA,No,613.34,0,613.34,12,31,2.22,11,2,0,12,51.11,0.36%,16.67%
430134,Managua,MANAGUA,No,613.3,0,613.3,13,33,0,9,0,0,13,47.18,0.00%,0.00%
408874,Managua,MANAGUA,No,613.24,0,613.24,10,28,1.84,12,1,0,10,61.32,0.30%,10.00%
423968,Managua,MANAGUA,No,613.09,0,613.09,8,17,0,9,0,0,8,76.64,0.00%,0.00%
431082,Rivas,TOLA,No,612.82,0,612.82,13,8,0,4,0,0,13,47.14,0.00%,0.00%
408532,Managua,MANAGUA,No,612.67,0,612.67,12,36,0.34,11,2,0,12,51.06,0.06%,16.67%
449857,Managua,MANAGUA,No,612.61,0,612.61,13,21,0.25,10,1,0,13,47.12,0.04%,7.69%
449631,Managua,MANAGUA,No,612.17,0,612.17,7,20,0,6,0,0,7,87.45,0.00%,0.00%
449685,Jinotega,SAN SEBASTIAN DE YALI,No,612.11,0,612.11,7,23,0,7,0,0,7,87.44,0.00%,0.00%
416860,Masaya,MASAYA,No,611.83,0,611.83,12,24,1.04,9,2,0,12,50.99,0.17%,16.67%
434038,Chontales,JUIGALPA,No,611.82,0,611.82,6,14,1.84,7,1,0,6,101.97,0.30%,16.67%
409408,Managua,MANAGUA,No,610.05,0,610.05,11,37,0.2,8,1,0,11,55.46,0.03%,9.09%
405470,Managua,CIUDAD SANDINO,No,610.03,0,610.03,13,24,0,11,0,0,13,46.93,0.00%,0.00%
401722,Managua,VILLA EL CARMEN,No,609.78,0,609.78,13,11,0,7,0,0,13,46.91,0.00%,0.00%
409859,Managua,MANAGUA,No,609.7,0,609.7,9,25,2.17,9,9,0,9,67.74,0.36%,100.00%
401144,Managua,MANAGUA,No,609.69,0,609.69,13,42,0,11,0,0,13,46.9,0.00%,0.00%
400440,Managua,MANAGUA,No,609.56,0,609.56,13,32,0,11,0,0,13,46.89,0.00%,0.00%
406093,Nueva Segovia,OCOTAL,No,609.16,0,609.16,12,19,0,7,0,0,12,50.76,0.00%,0.00%
434888,Estelí,CONDEGA,No,608.29,0,608.29,12,33,0.4,10,1,0,12,50.69,0.07%,8.33%
434650,Masaya,MASATEPE,No,608.1,0,608.1,12,29,0.11,9,1,0,12,50.68,0.02%,8.33%
401250,Managua,MANAGUA,No,608.06,0,608.06,10,25,0,9,0,0,10,60.81,0.00%,0.00%
436699,Chontales,ACOYAPA,No,607.63,0,607.63,7,37,0.4,13,1,0,7,86.8,0.07%,14.29%
418808,Jinotega,JINOTEGA,No,607.44,0,607.44,12,8,0.32,4,1,0,12,50.62,0.05%,8.33%
449310,Managua,MANAGUA,No,607.42,0,607.42,12,3,0,3,0,0,12,50.62,0.00%,0.00%
435977,León,EL SAUCE,No,607.28,0,607.28,11,28,0.2,11,2,0,11,55.21,0.03%,18.18%
450238,Managua,MANAGUA,No,607.22,0,607.22,1,15,0,4,0,0,1,607.22,0.00%,0.00%
445463,Managua,MANAGUA,No,606.76,0,606.76,12,31,0.2,13,1,0,12,50.56,0.03%,8.33%
404826,Madriz,SOMOTO,No,606.75,0,606.75,8,24,0,9,0,0,8,75.84,0.00%,0.00%
440659,Managua,MANAGUA,No,606.52,0,606.52,12,28,0,10,0,0,12,50.54,0.00%,0.00%
424126,Managua,MANAGUA,No,605.84,0,605.84,12,3,0,3,0,0,12,50.49,0.00%,0.00%
441503,Managua,MATEARE,No,605.69,0,605.69,13,39,0.2,13,1,0,13,46.59,0.03%,7.69%
406211,Managua,TIPITAPA,No,605.57,0,605.57,11,20,0.15,9,1,0,11,55.05,0.02%,9.09%
402942,Managua,MANAGUA,No,604.86,0,604.86,7,16,0,9,0,0,7,86.41,0.00%,0.00%
414653,Granada,GRANADA,No,604.86,0,604.86,12,20,0.1,6,1,0,12,50.41,0.02%,8.33%
433371,Chinandega,SOMOTILLO,No,604.54,0,604.54,13,24,0,8,0,0,13,46.5,0.00%,0.00%
431268,Nueva Segovia,OCOTAL,No,604.52,0,604.52,10,18,1.63,7,2,0,10,60.45,0.27%,20.00%
436119,Madriz,SAN JUAN DEL RIO COCO,No,604.11,0,604.11,9,18,0.59,6,1,0,9,67.12,0.10%,11.11%
444819,Matagalpa,CIUDAD DARIO,No,603.13,0,603.13,12,17,0,8,0,0,12,50.26,0.00%,0.00%
408691,Managua,MANAGUA,No,602.18,0,602.18,13,18,0,8,0,0,13,46.32,0.00%,0.00%
406104,Nueva Segovia,EL JICARO,No,601.87,0,601.87,9,29,0.15,10,1,0,9,66.87,0.02%,11.11%
400215,Managua,MANAGUA,Si,601.63,601.63,0,10,31,0.54,10,2,10,0,60.16,0.09%,20.00%
404929,Madriz,PALACAGUINA,No,601.43,0,601.43,9,16,0,7,0,0,9,66.83,0.00%,0.00%
440998,Managua,MANAGUA,No,601.35,0,601.35,12,15,0,9,0,0,12,50.11,0.00%,0.00%
405947,Managua,MANAGUA,No,600.94,0,600.94,11,25,0,9,0,0,11,54.63,0.00%,0.00%
409397,Managua,MANAGUA,No,600.59,0,600.59,13,29,0,10,0,0,13,46.2,0.00%,0.00%
401355,Managua,MANAGUA,No,600.51,0,600.51,9,43,0.32,10,1,0,9,66.72,0.05%,11.11%
401973,Managua,MANAGUA,No,600.14,0,600.14,11,25,0.14,10,1,0,11,54.56,0.02%,9.09%
430489,Estelí,LA TRINIDAD,No,599.74,0,599.74,12,24,0.28,8,1,0,12,49.98,0.05%,8.33%
402193,Managua,MANAGUA,No,599.21,0,599.21,11,23,0,9,0,0,11,54.47,0.00%,0.00%
427226,Carazo,DIRIAMBA,No,599,0,599,12,11,0,4,0,0,12,49.92,0.00%,0.00%
444406,Managua,MANAGUA,No,598.12,0,598.12,13,13,0.29,8,1,0,13,46.01,0.05%,7.69%
445140,Masaya,NINDIRI,No,598.06,0,598.06,13,27,0,9,0,0,13,46,0.00%,0.00%
400420,Managua,MANAGUA,No,597.68,0,597.68,11,24,1.55,10,2,0,11,54.33,0.26%,18.18%
444227,Managua,MANAGUA,No,597.54,0,597.54,3,9,0,3,0,0,3,199.18,0.00%,0.00%
413090,Managua,MANAGUA,No,597.5,0,597.5,11,37,0.15,12,2,0,11,54.32,0.03%,18.18%
417839,León,NAGAROTE,No,597.13,0,597.13,13,31,0.06,11,1,0,13,45.93,0.01%,7.69%
442275,Managua,MANAGUA,No,596.91,0,596.91,12,25,0,8,0,0,12,49.74,0.00%,0.00%
425088,Managua,MANAGUA,No,596.83,0,596.83,11,24,0,8,0,0,11,54.26,0.00%,0.00%
404836,Rivas,SAN JORGE,No,596.62,0,596.62,13,22,0.45,8,2,0,13,45.89,0.08%,15.38%
434156,Boaco,SAN LORENZO,No,596.27,0,596.27,6,14,0,7,0,0,6,99.38,0.00%,0.00%
409540,Managua,MANAGUA,No,595.48,0,595.48,11,15,0,8,0,0,11,54.13,0.00%,0.00%
413957,Chinandega,EL VIEJO,No,595.36,0,595.36,13,38,0.16,10,1,0,13,45.8,0.03%,7.69%
401644,Chinandega,CHINANDEGA,No,595.2,0,595.2,12,40,1.86,10,4,0,12,49.6,0.31%,33.33%
423295,Matagalpa,SAN ISIDRO,No,594.74,0,594.74,6,27,2.64,10,3,0,6,99.12,0.44%,50.00%
444511,Managua,CIUDAD SANDINO,No,594.33,0,594.33,23,34,1.72,12,4,0,23,25.84,0.29%,17.39%
400405,Managua,MANAGUA,No,594.08,0,594.08,13,38,0,9,0,0,13,45.7,0.00%,0.00%
443037,Managua,MANAGUA,No,594.01,0,594.01,13,26,0,9,0,0,13,45.69,0.00%,0.00%
418069,Managua,MANAGUA,Si,593.98,396.67,197.31,10,45,0.65,12,2,4,8,59.4,0.11%,20.00%
444377,Carazo,SAN MARCOS,No,593.52,0,593.52,6,12,0.4,6,2,0,6,98.92,0.07%,33.33%
436743,Chontales,SANTO DOMINGO,No,593.15,0,593.15,9,13,0,6,0,0,9,65.91,0.00%,0.00%
419169,Managua,MANAGUA,No,592.66,0,592.66,11,19,0,8,0,0,11,53.88,0.00%,0.00%
449908,Managua,MANAGUA,No,592.06,0,592.06,12,29,0.43,12,2,0,12,49.34,0.07%,16.67%
439882,Managua,MANAGUA,No,592.02,0,592.02,10,29,1.87,12,3,0,10,59.2,0.32%,30.00%
441788,Managua,MANAGUA,No,591.26,0,591.26,12,23,0,8,0,0,12,49.27,0.00%,0.00%
400242,Managua,SAN RAFAEL DEL SUR,No,591.15,0,591.15,10,6,0,3,0,0,10,59.12,0.00%,0.00%
406354,Managua,CIUDAD SANDINO,No,591.14,0,591.14,13,32,0,12,0,0,13,45.47,0.00%,0.00%
406611,Masaya,MASAYA,No,591.14,0,591.14,12,23,0,6,0,0,12,49.26,0.00%,0.00%
403223,Managua,CIUDAD SANDINO,No,590.73,0,590.73,13,15,0,8,0,0,13,45.44,0.00%,0.00%
421174,Masaya,NINDIRI,No,590.5,0,590.5,13,26,0,10,0,0,13,45.42,0.00%,0.00%
400827,Managua,MANAGUA,No,590.19,0,590.19,11,27,0,12,0,0,11,53.65,0.00%,0.00%
432607,Managua,MANAGUA,No,589.61,0,589.61,12,10,0,5,0,0,12,49.13,0.00%,0.00%
439017,Masaya,MASAYA,No,589.55,0,589.55,9,34,0.48,6,1,0,9,65.51,0.08%,11.11%
408533,Managua,MANAGUA,No,589.37,0,589.37,11,11,0,8,0,0,11,53.58,0.00%,0.00%
433534,Nueva Segovia,JALAPA,No,589.25,0,589.25,13,27,0,10,0,0,13,45.33,0.00%,0.00%
418267,Managua,MANAGUA,No,589.05,0,589.05,11,36,0.41,11,2,0,11,53.55,0.07%,18.18%
442117,Granada,GRANADA,No,588.21,0,588.21,13,20,0.18,10,2,0,13,45.25,0.03%,15.38%
440090,Chinandega,POSOLTEGA,No,587.54,0,587.54,13,30,1.64,11,4,0,13,45.2,0.28%,30.77%
449903,Managua,MANAGUA,No,587.12,0,587.12,13,3,0,1,0,0,13,45.16,0.00%,0.00%
405936,Managua,MANAGUA,No,586.51,0,586.51,13,34,0,12,0,0,13,45.12,0.00%,0.00%
432984,Managua,CIUDAD SANDINO,No,586.38,0,586.38,13,27,0,10,0,0,13,45.11,0.00%,0.00%
432529,Estelí,PUEBLO NUEVO,No,586.28,0,586.28,7,44,2.53,15,3,0,7,83.75,0.43%,42.86%
447750,Granada,GRANADA,No,586.21,0,586.21,12,25,0,9,0,0,12,48.85,0.00%,0.00%
401621,Managua,MANAGUA,No,586.18,0,586.18,9,11,0,7,0,0,9,65.13,0.00%,0.00%
400842,Managua,MATEARE,No,585.84,0,585.84,12,25,0,8,0,0,12,48.82,0.00%,0.00%
404243,Managua,MANAGUA,No,585.72,0,585.72,10,19,0,8,0,0,10,58.57,0.00%,0.00%
420026,León,LA PAZ CENTRO,No,585.27,0,585.27,13,46,1.25,9,3,0,13,45.02,0.21%,23.08%
416089,León,LEON,No,585.14,0,585.14,12,29,0,9,0,0,12,48.76,0.00%,0.00%
412738,Carazo,JINOTEPE,No,584.98,0,584.98,11,39,0,11,0,0,11,53.18,0.00%,0.00%
403039,Matagalpa,SAN ISIDRO,No,584.76,0,584.76,12,43,0.85,13,1,0,12,48.73,0.15%,8.33%
405118,Masaya,MASAYA,No,584.76,0,584.76,13,20,0,7,0,0,13,44.98,0.00%,0.00%
444682,Managua,MANAGUA,No,583.67,0,583.67,11,52,1.1,14,3,0,11,53.06,0.19%,27.27%
436762,Chontales,SANTO DOMINGO,No,583.15,0,583.15,11,15,0,5,0,0,11,53.01,0.00%,0.00%
401756,Managua,MANAGUA,Si,582.86,582.86,0,3,29,2.16,8,1,3,0,194.29,0.37%,33.33%
444683,Managua,MANAGUA,No,582.51,0,582.51,10,6,0,2,0,0,10,58.25,0.00%,0.00%
442409,Carazo,DOLORES,No,582.38,0,582.38,12,10,0,6,0,0,12,48.53,0.00%,0.00%
412511,Nueva Segovia,OCOTAL,No,582.11,0,582.11,13,29,0,10,0,0,13,44.78,0.00%,0.00%
401052,Masaya,MASAYA,No,581.9,0,581.9,13,14,0.98,6,2,0,13,44.76,0.17%,15.38%
411941,Estelí,ESTELI,No,581.8,0,581.8,10,17,0.5,10,1,0,10,58.18,0.09%,10.00%
430560,Granada,GRANADA,No,581.42,0,581.42,13,17,0.15,7,1,0,13,44.72,0.03%,7.69%
431990,Managua,MANAGUA,No,581.22,0,581.22,6,20,0,10,0,0,6,96.87,0.00%,0.00%
444831,Chinandega,PUERTO MORAZAN,No,580.63,0,580.63,5,8,0,4,0,0,5,116.13,0.00%,0.00%
400722,Managua,MANAGUA,No,580.6,0,580.6,12,19,0,9,0,0,12,48.38,0.00%,0.00%
440844,Managua,MANAGUA,No,580.32,0,580.32,9,3,0,3,0,0,9,64.48,0.00%,0.00%
407025,León,LARREYNAGA,No,579.88,0,579.88,10,23,0,8,0,0,10,57.99,0.00%,0.00%
449865,Carazo,SAN MARCOS,No,579.82,0,579.82,11,50,1.78,15,3,0,11,52.71,0.31%,27.27%
425704,Masaya,NIQUINOHOMO,No,579.36,0,579.36,8,16,0,8,0,0,8,72.42,0.00%,0.00%
403561,Managua,CIUDAD SANDINO,No,578.94,0,578.94,13,45,0.32,11,1,0,13,44.53,0.06%,7.69%
401357,Managua,SAN RAFAEL DEL SUR,No,578.89,0,578.89,12,36,0.28,14,2,0,12,48.24,0.05%,16.67%
401073,Managua,TIPITAPA,No,578.87,0,578.87,12,24,0,9,0,0,12,48.24,0.00%,0.00%
406046,León,LA PAZ CENTRO,No,578.65,0,578.65,7,16,0,9,0,0,7,82.66,0.00%,0.00%
424707,Managua,MANAGUA,No,578.42,0,578.42,7,20,0,8,0,0,7,82.63,0.00%,0.00%
429011,Managua,MANAGUA,No,578.17,0,578.17,13,13,0,8,0,0,13,44.47,0.00%,0.00%
405419,Rivas,SAN JUAN DEL SUR,No,578.1,0,578.1,10,24,0.25,12,2,0,10,57.81,0.04%,20.00%
402507,Managua,SAN RAFAEL DEL SUR,No,577.95,0,577.95,13,42,0,13,0,0,13,44.46,0.00%,0.00%
436782,Chontales,SANTO DOMINGO,No,577.75,0,577.75,10,22,0.69,11,2,0,10,57.78,0.12%,20.00%
406086,Nueva Segovia,OCOTAL,No,577.73,0,577.73,11,32,0.1,10,1,0,11,52.52,0.02%,9.09%
410030,Managua,CIUDAD SANDINO,No,577.53,0,577.53,6,17,1.12,7,4,0,6,96.26,0.19%,66.67%
403685,Masaya,NINDIRI,No,577.3,0,577.3,9,30,0.4,12,1,0,9,64.14,0.07%,11.11%
443211,Rivas,RIVAS,No,577.28,0,577.28,12,29,0,9,0,0,12,48.11,0.00%,0.00%
408503,Managua,MANAGUA,No,577.27,0,577.27,11,26,0.49,12,1,0,11,52.48,0.08%,9.09%
417008,Masaya,NINDIRI,No,577.24,0,577.24,12,10,0,6,0,0,12,48.1,0.00%,0.00%
408257,Managua,MANAGUA,No,577.07,0,577.07,11,24,0,10,0,0,11,52.46,0.00%,0.00%
429907,Managua,MANAGUA,No,576.88,0,576.88,9,6,0,4,0,0,9,64.1,0.00%,0.00%
406396,León,NAGAROTE,No,576.72,0,576.72,12,39,0.14,10,1,0,12,48.06,0.02%,8.33%
443708,Managua,SAN RAFAEL DEL SUR,No,576.55,0,576.55,11,27,0.36,11,2,0,11,52.41,0.06%,18.18%
402973,Managua,MANAGUA,No,576.38,0,576.38,12,33,0,9,0,0,12,48.03,0.00%,0.00%
402266,Managua,MANAGUA,No,575.39,0,575.39,9,18,0.2,9,1,0,9,63.93,0.03%,11.11%
436128,Estelí,SAN JUAN DE LIMAY,No,575.04,0,575.04,10,9,0.15,6,1,0,10,57.5,0.03%,10.00%
413365,Managua,MANAGUA,No,574.95,0,574.95,9,15,0,7,0,0,9,63.88,0.00%,0.00%
445676,Carazo,SANTA TERESA,No,574.68,0,574.68,9,20,0,9,0,0,9,63.85,0.00%,0.00%
444559,Managua,MANAGUA,No,573.37,0,573.37,12,25,0,9,0,0,12,47.78,0.00%,0.00%
445030,Granada,GRANADA,No,572.11,0,572.11,13,21,0.39,10,1,0,13,44.01,0.07%,7.69%
400233,Managua,MANAGUA,No,571.58,0,571.58,11,32,0,11,0,0,11,51.96,0.00%,0.00%
